#  id  gal_type   ra          dec       redshift  log_luminosity  color      radius     b_over_a   pos_angle   bulge_fract   sersic_n    r_bulge     r_disk
 1479     3     53.02331     0.47939     0.02204     9.30975     0.52359     1.63619     0.29750    -5.32430     0.17627     1.01600     0.63685     1.97180
 1482     2    249.71709    40.19935     0.03644     9.54038     0.60293     1.00067     0.78734    24.14320     0.51096     1.07110     1.05016     1.27518
 1484     2    126.08120    25.67447     0.02814     9.95955     0.67308     1.27192     0.96171    76.19550     0.49609     1.49590     1.13848     1.43343
 1489     2     51.72068    -0.70317     0.03743     9.52452     0.45635     1.74055     0.36504   -71.92420     0.16467     2.94780     0.34068     2.04594
 1490     3    240.28713    41.88075     0.02423     9.76094     0.74709     1.14780     0.82775    70.95050     0.56317     1.60450     0.92083     1.87444
 1491     1    151.21678    46.69002     0.02366    10.10686     0.50013     1.66162     0.91146    19.98700     0.55233     2.28260     0.82127     4.15520
 1492     2    247.33642    39.82040     0.02607    10.25767     0.49245     1.91113     0.63042    87.02410     0.65852     4.89070     1.37095     3.66832
 1493     2    259.35640    29.18555     0.02858     9.80537     0.47875     1.12071     0.94671    57.87710     0.50117     3.04520     0.55750     2.31830
 1494     4    228.91605    43.17848     0.01842     9.44629     0.66798     3.46442     0.67172    28.77990     0.08725     0.77600     1.86187     6.25803
 1500     2    246.28196    39.43573     0.02960     9.54378     0.54126     2.20551     0.55062   -14.84620     0.54622     3.89570     1.09116     3.67031
 1501     1    115.49432    23.17638     0.04311    10.85375     0.48024     3.82069     0.83026   -26.48880     0.67408     4.30030     2.05363    11.31148
 1502     2    117.02164    18.61559     0.04572    10.14230     0.45162     1.39766     0.62934    16.23480     0.73545     7.08900     1.47493     1.56433
 1504     4    321.07220     1.02836     0.01973     9.67385     0.83210     1.52669     0.74638     0.38470     0.69114     1.00000     1.15738     3.11809
 1505     2    195.43409    28.21437     0.02609     9.51770     0.51892     1.26348     0.49357    14.13270     0.66075     1.35280     1.26157     2.04921
 1506     3    116.99360    28.32481     0.02346     9.94560     0.49982     1.78907     0.67600    86.99160     0.13972     0.71150     0.16027     2.10006
 1507     3    146.26000    44.97199     0.03491     9.49958     0.64701     0.89700     0.61387    -4.03150     0.53968     1.54970     0.71255     1.35808
 1508     3    170.97139    53.12939     0.02709    10.04014     0.51288     2.21364     0.41833   -18.06360     0.31212     1.58630     0.25397     3.56276
 1515     3     49.76767     0.93750     0.03755     9.47882     0.47439     1.60265     0.24929    51.23950     0.29288     1.10000     0.28823     2.27628
 1517     2    190.58243    45.43787     0.04677    10.29467     0.49709     1.65424     0.86657     6.33850     0.30565     1.76450     0.62066     2.49947
 1519     3    226.72355    47.05697     0.08784    11.04064     0.53085     6.10098     0.91184    66.37290     0.42723     1.59720     2.16196    12.78869
 1520     2    127.89253    22.03368     0.01544     9.97005     0.49430     1.92432     0.42390   -83.00280     0.48610     2.39630     0.72498     3.23487
 1521     2    147.80179    44.00931     0.01570     9.26017     0.49033     0.78571     0.82570     9.82010     0.24862     0.75290     0.54123     0.97635
 1522     2    119.72772    25.10881     0.04371    10.13628     0.48105     2.81213     0.58102     9.98730     0.80194     8.00000     3.27420     2.93898
 1523     2    125.17841    19.44063     0.04329    10.96338     0.46198     8.47644     0.53285   -86.00260     0.66160     8.00000    19.02706     6.65074
 1524     4    186.42811    47.33002     0.02454     9.82762     0.67414     1.67010     0.97313   -21.20230     0.62093     1.21270     1.79653     2.02952
 1528     2    194.01656    27.15044     0.02448     9.43406     0.49305     2.08015     0.65351    53.83180     0.31491     1.70880     0.91180     2.88868
 1531     1    154.49243    37.18158     0.04415    10.91779     0.46447     4.26998     0.73867   -69.11740     0.82837     4.88730     3.27770    10.64373
 1532     2    119.39134    33.12145     0.01693     9.26279     0.51974     1.73146     0.71879   -44.82800     0.81535     4.68260     1.90688     1.44512
 1534     2    206.83658    34.77445     0.04209     9.83372     0.46651     1.15386     0.54248   -88.12880     0.57579     6.83350     0.72960     2.10710
 1536     3    166.32912    21.62013     0.02145     9.36788     0.59388     1.04087     0.49827   -20.09210     0.52255     1.17100     0.54048     2.44288
 1537     2    245.92402    24.17180     0.04303    10.67475     0.44182     3.01185     0.58789   -26.69630     0.41280     1.54460     0.67864     6.71166
 1538     2    203.79583    25.94697     0.02592     9.30710     0.53220     1.28446     0.94617   -41.33630     0.73123     2.65960     1.43955     1.20886
 1542     4    205.25161    39.05690     0.02021     9.44073     0.74727     1.19870     0.92679   -82.07160     0.24214     1.08400     0.67594     1.50856
 1543     2    228.70073    43.66597     0.02735     9.95363     0.48120     2.27001     0.74399   -85.07290     0.80412     4.66050     2.31869     2.25714
 1545     4    319.19405    11.54001     0.01673     9.10745     0.59200     1.02617     0.47370   -20.57540     0.35773     0.26290     0.71385     1.57430
 1550     1    131.28773    54.97826     0.02406    10.40209     0.39894     4.15843     0.71756   -65.61830     0.89631     6.95160     5.38477     1.49221
 1553     3    322.04089     1.14109     0.01455     9.38229     0.60919     0.99996     0.72527    32.81130     0.78599     1.02000     0.84151     2.59249
 1557     2    238.44858    47.40496     0.01855     9.40314     0.57250     1.03205     0.63504   -15.81470     0.13433     8.00000     0.34081     1.16707
 1559     3    171.35740    52.62288     0.02708     9.44962     0.59182     1.73572     0.71321    -0.76480     0.23956     1.60000     1.20332     1.91493
 1561     3    144.10450    43.84761     0.01487     8.97274     0.58724     0.46553     0.66064     1.04440     0.53652     0.59610     0.43838     0.90762
 1562     2    203.24046    27.71783     0.02906    10.16693     0.45909     1.70213     0.46046   -60.10920     0.41026     2.62490     0.31577     3.16360
 1563     2    235.75908    38.66050     0.03734     9.79542     0.53103     1.39761     0.75778    77.30950     0.89934     4.22640     1.21396     3.11427
 1565     2    165.08185    45.89003     0.02190     9.24014     0.51212     0.82430     0.92259    59.18900     0.69124     2.60830     0.64837     2.05612
 1566     2    175.46578    52.64810     0.05010    10.28793     0.46691     2.42597     0.34352   -27.16590     0.37429     1.56770     0.48800     4.43994
 1569     1    218.60003    48.03748     0.03637    10.89652     0.46181     8.45906     0.71416   -69.94880     0.94806     6.52510     8.99472     4.98169
 1570     3    186.24660    45.96950     0.02405     9.22287     0.56662     1.39147     0.93561    79.43590     0.72246     2.95140     1.00827     2.59514
 1573     3    237.37983    41.96032     0.03389     9.93833     0.47026     2.36976     0.78043    -9.37060     0.14845     1.00000     0.32034     2.75858
 1577     3    204.80691    24.89308     0.02819     9.70903     0.51788     1.62450     0.68509    10.77130     0.15859     0.89700     0.33771     1.93811
 1579     2    225.94178    49.52588     0.01922     9.36401     0.55049     1.11411     0.76335    66.57010     0.51156     0.86810     1.11566     1.56321
 1580     3    155.88556    46.05776     0.02575     9.79188     0.53497     1.99564     0.85140   -83.96000     0.35482     1.70500     0.48323     3.59683
 1582     2    222.43685    50.71089     0.01341     9.49031     0.54532     0.97941     0.88744    63.17790     0.10027     1.04240     0.25911     1.08906
 1583     1    230.35763    43.45439     0.13490    11.11000     0.35060    14.80146     0.75722    35.86050     0.82580     3.91490    13.52444    21.38919
 1585     2    145.77395    48.41968     0.02536     9.72357     0.52450     1.16922     0.97445    60.06350     0.21438     0.77410     0.18527     1.53361
 1592     2    156.18849    40.87346     0.03720     9.64726     0.50616     1.41232     0.58055    30.54000     0.78105     3.12980     1.01155     4.84845
 1593     1    355.98316     0.21805     0.02209    10.02869     0.48279     1.49599     0.79609     9.35860     0.62655     3.86800     1.23524     1.87346
 1595     1    214.42210    45.46582     0.02743    10.23587     0.54120     2.57533     0.84520   -49.27920     0.78145     8.00000     2.55787     2.83738
 1598     2    248.94556    44.41558     0.03097    10.36690     0.47954     2.59401     0.27216    23.80660     0.68096     3.43950     2.39771     2.51883
 1599     3    116.99786    29.19069     0.02669     9.35687     0.54707     1.41984     0.83422    39.54060     0.39052     1.69790     0.62177     2.25088
 1601     3    194.76934    27.91100     0.02135     9.72621     0.49742     1.64880     0.41275   -55.91730     0.33867     1.75300     0.45410     2.63213
 1602     3    230.36981    29.28161     0.05013    10.35669     0.45859     5.36358     0.60232   -54.43420     0.36840     3.54260     1.25189     8.65009
 1606     1    117.45600    34.88391     0.13107    11.26517     0.42303    24.16685     0.70520    -6.53660     0.67689     6.39270    13.92230    39.42699
 1607     2    164.62722    40.87553     0.02461     9.25215     0.52080     1.38591     0.61962    39.81290     0.72612     1.88870     1.22123     1.85094
 1612     1    171.40065    54.38257     0.02067     9.78501     0.50837     0.77292     0.50899    77.37040     0.37164     0.95800     0.13109     1.53625
 1614     1    110.86586    43.05164     0.10718    10.86959     0.35530     7.01638     0.57946   -63.48310     0.60612     2.99900     3.44671    14.98724
 1616     2    205.75334    36.16566     0.02364     9.73064     0.51590     1.03188     0.78755   -37.42110     0.58111     7.83940     1.26905     1.07186
 1617     4    147.63880    34.09882     0.02180     9.37570     0.80149     4.63200     0.46131   -48.16670     0.13605     0.43900     2.72889     5.20664
 1618     3    113.40018    45.94338     0.07660    10.78416     0.53076     4.91427     0.84447   -66.04360     0.76153     2.03700     3.65284    11.95325
 1623     4    247.56097    26.20647     0.13137    11.17964     0.47086     9.48898     0.76184    41.06180     0.55829     3.83400     6.05525    14.99522
 1632     4    118.19811    50.25120     0.02355     9.82715     0.46782     3.70329     0.44247   -10.91320     0.00141     1.00490     0.00189     6.21940
 1633     2    119.71282    37.69676     0.04081     9.87158     0.45938     1.73438     0.62815    37.59320     0.85595     3.21550     1.53334     5.18504
 1634     3    128.62882    25.79215     0.02878     9.53291     0.51428     2.12764     0.28867   -40.54690     0.27093     0.38150     1.13925     2.93394
 1635     2    235.40534    44.27218     0.03681     9.51599     0.43948     1.34299     0.70572    22.87650     0.21320     6.54880     3.63939     1.21764
 1636     1    146.91457    33.12440     0.13360    11.21884     0.33370    11.07154     0.71855     7.69790     0.86262     3.88110    10.24461    20.49358
 1637     4    245.82808    30.46702     0.02074     9.32507     0.65027     1.27679     0.55388    73.57380     0.38054     0.57700     0.79121     2.11823
 1638     2    165.17374    42.52181     0.03822     9.67709     0.52248     1.09489     0.90723     6.56010     0.92651     3.65110     1.04589     1.78453
 1640     4    242.85521    27.29355     0.02592     9.62345     0.57066     2.64891     0.36005    13.01580     0.47453     0.48030     2.70779     2.61515
 1641     1    120.01569    38.99095     0.07765    11.21535     0.42329    14.69984     0.89658    21.94760     0.93563     4.77100    15.85406     9.35656
 1645     2    255.89528    36.40154     0.02319     9.73180     0.48675     2.34057     0.50190    -9.42560     0.56278     2.28970     0.95435     5.18556
